time_iso,mode,fps,visibility_ok,num_dets,top_objects,hint,center_cost,corridor_zones,last_speech
2026-02-09T10:38:56,street,157.5,1,1,person:very close:center,forward,,0,P0:Warning. person very close in front of you. | P0:Warning. person very close in front of you. | P0:Warning. person very close in front of you. obstacle close in front of you.
2026-02-09T10:38:57,street,151.8,1,1,person:very close:center,forward,,0,P0:Warning. person very close in front of you. | P0:Warning. person very close in front of you. | P0:Warning. person very close in front of you. obstacle close in front of you.
2026-02-09T10:38:57,street,151.8,1,1,person:very close:center,forward,,0,P0:Warning. person very close in front of you. | P0:Warning. person very close in front of you. | P0:Warning. person very close in front of you. obstacle close in front of you.
2026-02-09T10:38:58,street,156.4,1,1,person:very close:center,forward,,0,P0:Warning. person very close in front of you. | P0:Warning. person very close in front of you. | P0:Warning. person very close in front of you. obstacle close in front of you.
2026-02-09T10:38:58,street,156.4,1,1,person:very close:center,forward,,0,P0:Warning. person very close in front of you. | P0:Warning. person very close in front of you. | P0:Warning. person very close in front of you. obstacle close in front of you.
2026-02-09T10:38:59,street,152.6,1,1,person:very close:center,forward,,0,P0:Warning. person very close in front of you. | P0:Warning. person very close in front of you. | P0:Warning. person very close in front of you. obstacle close in front of you.
2026-02-09T10:38:59,street,152.6,1,1,person:very close:center,forward,,0,P0:Warning. person very close in front of you. | P0:Warning. person very close in front of you. | P0:Warning. person very close in front of you. obstacle close in front of you.
2026-02-09T10:39:00,street,147.7,1,1,person:very close:center,forward,,0,P0:Warning. person very close in front of you. | P0:Warning. person very close in front of you. | P0:Warning. person very close in front of you. obstacle close in front of you.
2026-02-09T10:39:00,street,147.7,1,1,person:very close:center,forward,,0,P0:Warning. person very close in front of you. | P0:Warning. person very close in front of you. | P0:Warning. person very close in front of you. obstacle close in front of you.
2026-02-09T10:39:01,street,155.0,1,1,person:very close:center,forward,,0,P0:Warning. person very close in front of you. | P0:Warning. person very close in front of you. | P0:Warning. person very close in front of you. obstacle close in front of you.
2026-02-09T10:39:01,street,155.0,1,1,person:very close:center,forward,,0,P0:Warning. person very close in front of you. | P0:Warning. person very close in front of you. obstacle close in front of you. | P0:Warning. person very close in front of you.
2026-02-09T10:39:02,street,143.6,1,1,person:very close:center,forward,,0,P0:Warning. person very close in front of you. | P0:Warning. person very close in front of you. obstacle close in front of you. | P0:Warning. person very close in front of you.
2026-02-09T10:39:02,street,143.6,1,1,person:very close:center,forward,,0,P0:Warning. person very close in front of you. | P0:Warning. person very close in front of you. obstacle close in front of you. | P0:Warning. person very close in front of you.
2026-02-09T10:39:03,street,137.8,1,1,person:very close:center,forward,,0,P0:Warning. person very close in front of you. | P0:Warning. person very close in front of you. obstacle close in front of you. | P0:Warning. person very close in front of you.
2026-02-09T10:39:04,street,137.8,1,1,person:very close:center,forward,,0,P0:Warning. person very close in front of you. | P0:Warning. person very close in front of you. obstacle close in front of you. | P0:Warning. person very close in front of you.
2026-02-09T10:39:04,street,154.6,1,1,person:very close:center,forward,,0,P0:Warning. person very close in front of you. | P0:Warning. person very close in front of you. obstacle close in front of you. | P0:Warning. person very close in front of you.
2026-02-09T10:39:04,street,154.6,1,1,person:very close:center,forward,,0,P0:Warning. person very close in front of you. | P0:Warning. person very close in front of you. obstacle close in front of you. | P0:Warning. person very close in front of you.
2026-02-09T10:39:05,street,157.9,1,1,person:very close:center,forward,,0,P0:Warning. person very close in front of you. | P0:Warning. person very close in front of you. obstacle close in front of you. | P0:Warning. person very close in front of you.
2026-02-09T10:39:05,street,157.9,1,1,person:very close:center,forward,,0,P0:Warning. person very close in front of you. | P0:Warning. person very close in front of you. obstacle close in front of you. | P0:Warning. person very close in front of you.
2026-02-09T10:39:06,street,147.5,1,1,person:very close:center,forward,,0,P0:Warning. person very close in front of you. | P0:Warning. person very close in front of you. obstacle close in front of you. | P0:Warning. person very close in front of you.
2026-02-09T10:39:07,street,147.5,1,1,person:very close:center,forward,,0,P0:Warning. person very close in front of you. | P0:Warning. person very close in front of you. obstacle close in front of you. | P0:Warning. person very close in front of you.
2026-02-09T10:39:07,street,147.7,1,1,person:very close:center,forward,,0,P0:Warning. person very close in front of you. | P0:Warning. person very close in front of you. obstacle close in front of you. | P0:Warning. person very close in front of you.
2026-02-09T10:39:08,street,147.7,1,1,person:very close:center,forward,,0,P0:Warning. person very close in front of you. | P0:Warning. person very close in front of you. obstacle close in front of you. | P0:Warning. person very close in front of you.
2026-02-09T10:39:08,street,150.8,1,1,person:very close:center,forward,,0,P0:Warning. person very close in front of you. | P0:Warning. person very close in front of you. obstacle close in front of you. | P0:Warning. person very close in front of you.
2026-02-09T10:39:09,street,150.8,1,1,person:very close:center,forward,,0,P0:Warning. person very close in front of you. obstacle close in front of you. | P0:Warning. person very close in front of you. | P0:Warning. person very close in front of you.
2026-02-09T10:39:09,street,105.2,1,2,person:very close:center; obstacle:close:center,forward,,0,P0:Warning. person very close in front of you. obstacle close in front of you. | P1:person approaching in front. | P1:obstacle approaching in front.
2026-02-09T10:39:10,street,105.2,1,2,person:very close:center; obstacle:close:center,forward,,0,P0:Warning. person very close in front of you. obstacle close in front of you. | P1:person approaching in front. | P1:obstacle approaching in front.
2026-02-09T10:39:10,street,141.4,1,2,person:very close:center; obstacle:close:center,forward,,0,P0:Warning. person very close in front of you. obstacle close in front of you. | P1:person approaching in front. | P1:obstacle approaching in front.
2026-02-09T10:39:11,street,141.4,1,2,person:very close:center; obstacle:close:center,forward,,0,P0:Warning. person very close in front of you. obstacle close in front of you. | P1:person approaching in front. | P1:obstacle approaching in front.
2026-02-09T10:39:11,street,158.5,1,2,person:very close:center; obstacle:close:center,forward,,0,P0:Warning. person very close in front of you. obstacle close in front of you. | P1:person approaching in front. | P1:obstacle approaching in front.
2026-02-09T10:39:12,street,158.5,1,2,person:very close:center; obstacle:close:center,forward,,0,P1:person approaching in front. | P1:obstacle approaching in front. | P0:Warning. person very close in front of you. obstacle close in front of you.
2026-02-09T10:39:12,street,144.2,1,2,person:very close:center; obstacle:close:center,forward,,0,P1:person approaching in front. | P1:obstacle approaching in front. | P0:Warning. person very close in front of you. obstacle close in front of you.
2026-02-09T10:39:13,street,144.2,1,2,person:very close:center; obstacle:close:center,forward,,0,P1:person approaching in front. | P1:obstacle approaching in front. | P0:Warning. person very close in front of you. obstacle close in front of you.
2026-02-09T10:39:13,street,157.7,1,2,person:very close:center; obstacle:close:center,forward,,0,P1:person approaching in front. | P1:obstacle approaching in front. | P0:Warning. person very close in front of you. obstacle close in front of you.
2026-02-09T10:39:14,street,157.7,1,2,person:very close:center; obstacle:close:center,forward,,0,P1:person approaching in front. | P1:obstacle approaching in front. | P0:Warning. person very close in front of you. obstacle close in front of you.
2026-02-09T10:39:14,street,139.4,1,2,person:very close:center; obstacle:close:center,forward,,0,P1:obstacle approaching in front. | P0:Warning. person very close in front of you. obstacle close in front of you. | P0:Warning. person very close in front of you. obstacle close in front of you.
2026-02-09T10:39:15,street,139.4,1,2,person:very close:center; obstacle:close:center,forward,,0,P1:obstacle approaching in front. | P0:Warning. person very close in front of you. obstacle close in front of you. | P0:Warning. person very close in front of you. obstacle close in front of you.
2026-02-09T10:39:15,street,145.0,1,2,person:very close:center; obstacle:close:center,forward,,0,P1:obstacle approaching in front. | P0:Warning. person very close in front of you. obstacle close in front of you. | P0:Warning. person very close in front of you. obstacle close in front of you.
2026-02-09T10:39:16,street,145.0,1,2,person:very close:center; obstacle:close:center,forward,,0,P1:obstacle approaching in front. | P0:Warning. person very close in front of you. obstacle close in front of you. | P0:Warning. person very close in front of you. obstacle close in front of you.
2026-02-09T10:39:16,street,141.1,1,2,person:very close:center; obstacle:close:center,forward,,0,P1:obstacle approaching in front. | P0:Warning. person very close in front of you. obstacle close in front of you. | P0:Warning. person very close in front of you. obstacle close in front of you.
2026-02-09T10:39:17,street,141.1,1,2,person:very close:center; obstacle:close:center,forward,,0,P0:Warning. person very close in front of you. obstacle close in front of you. | P0:Warning. person very close in front of you. obstacle close in front of you. | P0:Warning. person very close in front of you. obstacle close in front of you.
2026-02-09T10:39:17,street,116.7,1,2,person:very close:center; obstacle:close:center,forward,,0,P0:Warning. person very close in front of you. obstacle close in front of you. | P0:Warning. person very close in front of you. obstacle close in front of you. | P0:Warning. person very close in front of you. obstacle close in front of you.
2026-02-09T10:39:18,street,116.7,1,2,person:very close:center; obstacle:close:center,forward,,0,P0:Warning. person very close in front of you. obstacle close in front of you. | P0:Warning. person very close in front of you. obstacle close in front of you. | P0:Warning. person very close in front of you. obstacle close in front of you.
2026-02-09T10:39:18,street,137.3,1,2,person:very close:center; obstacle:close:center,forward,,0,P0:Warning. person very close in front of you. obstacle close in front of you. | P0:Warning. person very close in front of you. obstacle close in front of you. | P0:Warning. person very close in front of you. obstacle close in front of you.
2026-02-09T10:39:19,street,137.3,1,2,person:very close:center; obstacle:close:center,forward,,0,P0:Warning. person very close in front of you. obstacle close in front of you. | P0:Warning. person very close in front of you. obstacle close in front of you. | P0:Warning. person very close in front of you. obstacle close in front of you.
2026-02-09T10:39:19,street,126.5,1,2,person:very close:center; obstacle:close:center,forward,,0,P0:Warning. person very close in front of you. obstacle close in front of you. | P0:Warning. person very close in front of you. obstacle close in front of you. | P0:Warning. person very close in front of you. obstacle close in front of you.
2026-02-09T10:39:20,street,126.5,1,2,person:very close:center; obstacle:close:center,forward,,0,P0:Warning. person very close in front of you. obstacle close in front of you. | P0:Warning. person very close in front of you. obstacle close in front of you. | P0:Warning. person very close in front of you. obstacle close in front of you.
2026-02-09T10:39:21,street,143.8,1,2,person:very close:center; obstacle:close:center,forward,,0,P0:Warning. person very close in front of you. obstacle close in front of you. | P0:Warning. person very close in front of you. obstacle close in front of you. | P0:Warning. person very close in front of you. obstacle close in front of you.
2026-02-09T10:39:21,street,143.8,1,2,person:very close:center; obstacle:close:center,forward,,0,P0:Warning. person very close in front of you. obstacle close in front of you. | P0:Warning. person very close in front of you. obstacle close in front of you. | P0:Warning. person very close in front of you. obstacle close in front of you.
2026-02-09T10:39:22,street,151.1,1,2,person:very close:center; obstacle:close:center,forward,,0,P0:Warning. person very close in front of you. obstacle close in front of you. | P0:Warning. person very close in front of you. obstacle close in front of you. | P0:Warning. person very close in front of you. obstacle close in front of you.
2026-02-09T10:39:22,street,151.1,1,2,person:very close:center; obstacle:close:center,forward,,0,P0:Warning. person very close in front of you. obstacle close in front of you. | P0:Warning. person very close in front of you. obstacle close in front of you. | P0:Warning. person very close in front of you. obstacle close in front of you.
2026-02-09T10:39:23,street,139.6,1,2,person:very close:center; obstacle:close:center,forward,,0,P0:Warning. person very close in front of you. obstacle close in front of you. | P0:Warning. person very close in front of you. obstacle close in front of you. | P0:Warning. person very close in front of you. obstacle close in front of you.
2026-02-09T10:39:23,street,139.6,1,2,person:very close:center; obstacle:close:center,forward,,0,P0:Warning. person very close in front of you. obstacle close in front of you. | P0:Warning. person very close in front of you. obstacle close in front of you. | P1:obstacle approaching in front.
2026-02-09T10:39:24,street,125.2,1,1,person:very close:center,forward,,0,P0:Warning. person very close in front of you. obstacle close in front of you. | P1:obstacle approaching in front. | P0:Warning. person very close in front of you.
2026-02-09T10:39:25,street,91.0,1,2,person:very close:center; obstacle:close:center,forward,,0,P1:obstacle approaching in front. | P0:Warning. person very close in front of you. | P0:Warning. person very close in front of you. obstacle close in front of you.
2026-02-09T10:39:25,street,91.0,1,2,person:very close:center; obstacle:close:center,forward,,0,P1:obstacle approaching in front. | P0:Warning. person very close in front of you. | P0:Warning. person very close in front of you. obstacle close in front of you.
2026-02-09T10:39:26,street,151.4,1,2,person:very close:center; obstacle:close:center,forward,,0,P1:obstacle approaching in front. | P0:Warning. person very close in front of you. | P0:Warning. person very close in front of you. obstacle close in front of you.
2026-02-09T10:39:26,street,151.4,1,2,person:very close:center; obstacle:close:center,forward,,0,P1:obstacle approaching in front. | P0:Warning. person very close in front of you. | P0:Warning. person very close in front of you. obstacle close in front of you.
2026-02-09T10:39:27,street,154.6,1,2,person:very close:center; obstacle:close:center,forward,,0,P1:obstacle approaching in front. | P0:Warning. person very close in front of you. | P0:Warning. person very close in front of you. obstacle close in front of you.
2026-02-09T10:39:27,street,154.6,1,2,person:very close:center; obstacle:close:center,forward,,0,P0:Warning. person very close in front of you. | P0:Warning. person very close in front of you. obstacle close in front of you. | P0:Warning. person very close in front of you. obstacle close in front of you.
2026-02-09T10:39:28,street,139.5,1,2,person:very close:center; obstacle:close:center,forward,,0,P0:Warning. person very close in front of you. | P0:Warning. person very close in front of you. obstacle close in front of you. | P0:Warning. person very close in front of you. obstacle close in front of you.
2026-02-09T10:39:28,street,139.5,1,2,person:very close:center; obstacle:close:center,forward,,0,P0:Warning. person very close in front of you. | P0:Warning. person very close in front of you. obstacle close in front of you. | P0:Warning. person very close in front of you. obstacle close in front of you.
2026-02-09T10:39:29,street,152.9,1,2,person:very close:center; obstacle:close:center,forward,,0,P0:Warning. person very close in front of you. | P0:Warning. person very close in front of you. obstacle close in front of you. | P0:Warning. person very close in front of you. obstacle close in front of you.
2026-02-09T10:39:29,street,152.9,1,2,person:very close:center; obstacle:close:center,forward,,0,P0:Warning. person very close in front of you. | P0:Warning. person very close in front of you. obstacle close in front of you. | P0:Warning. person very close in front of you. obstacle close in front of you.
2026-02-09T10:39:30,street,132.4,1,1,person:very close:center,forward,,0,P0:Warning. person very close in front of you. obstacle close in front of you. | P0:Warning. person very close in front of you. obstacle close in front of you. | P0:Warning. person very close in front of you. obstacle close in front of you.
2026-02-09T10:39:30,street,132.4,1,1,person:very close:center,forward,,0,P0:Warning. person very close in front of you. obstacle close in front of you. | P0:Warning. person very close in front of you. obstacle close in front of you. | P0:Warning. person very close in front of you. obstacle close in front of you.
2026-02-09T10:39:31,street,143.6,1,2,person:very close:center; obstacle:close:center,forward,,0,P0:Warning. person very close in front of you. obstacle close in front of you. | P0:Warning. person very close in front of you. obstacle close in front of you. | P0:Warning. person very close in front of you.
2026-02-09T10:39:32,street,143.6,1,2,person:very close:center; obstacle:close:center,forward,,0,P0:Warning. person very close in front of you. | P1:person approaching in front. | P1:obstacle approaching in front.
2026-02-09T10:39:32,street,35.8,1,2,person:very close:center; obstacle:close:center,forward,,0,P1:person approaching in front. | P1:obstacle approaching in front. | P0:Warning. person very close in front of you. obstacle close in front of you.
2026-02-09T10:39:32,street,35.8,1,2,person:very close:center; obstacle:close:center,forward,,0,P1:person approaching in front. | P1:obstacle approaching in front. | P0:Warning. person very close in front of you. obstacle close in front of you.
2026-02-09T10:39:33,street,111.3,1,2,person:very close:center; obstacle:close:center,forward,,0,P1:person approaching in front. | P1:obstacle approaching in front. | P0:Warning. person very close in front of you. obstacle close in front of you.
2026-02-09T10:45:35,street,0.0,1,2,person:very close:center; obstacle:close:center,forward,,0,
2026-02-09T10:45:35,street,0.0,1,2,person:very close:center; obstacle:close:center,forward,,0,P0:Warning. person very close in front of you.
2026-02-09T10:45:35,street,90.5,1,2,person:very close:center; obstacle:close:center,forward,,0,P0:Warning. person very close in front of you.
2026-02-09T10:45:36,street,90.5,1,2,person:very close:center; obstacle:close:center,forward,,0,P0:Warning. person very close in front of you.
2026-02-09T10:45:36,street,135.0,1,2,person:very close:center; obstacle:close:center,forward,,0,P0:Warning. person very close in front of you.
2026-02-09T10:45:37,street,135.0,1,2,person:very close:center; obstacle:close:center,forward,,0,P0:Warning. person very close in front of you.
2026-02-09T10:45:37,street,131.3,1,2,person:very close:center; obstacle:close:center,forward,,0,P0:Warning. person very close in front of you. | P0:Warning. person very close in front of you. obstacle close in front of you.
2026-02-09T10:45:38,street,131.3,1,2,person:very close:center; obstacle:close:center,forward,,0,P0:Warning. person very close in front of you. | P0:Warning. person very close in front of you. obstacle close in front of you.
2026-02-09T10:45:38,street,141.8,1,2,person:very close:center; obstacle:close:center,forward,,0,P0:Warning. person very close in front of you. | P0:Warning. person very close in front of you. obstacle close in front of you.
2026-02-09T10:45:39,street,141.8,1,2,person:very close:center; obstacle:close:center,forward,,0,P0:Warning. person very close in front of you. | P0:Warning. person very close in front of you. obstacle close in front of you.
2026-02-09T10:45:39,street,140.8,1,2,person:very close:center; obstacle:close:center,forward,,0,P0:Warning. person very close in front of you. | P0:Warning. person very close in front of you. obstacle close in front of you.
2026-02-09T10:45:40,street,140.8,1,2,person:very close:center; obstacle:close:center,forward,,0,P0:Warning. person very close in front of you. | P0:Warning. person very close in front of you. obstacle close in front of you. | P0:Warning. person very close in front of you. obstacle close in front of you.
2026-02-09T10:45:40,street,128.6,1,2,person:very close:center; obstacle:close:center,forward,,0,P0:Warning. person very close in front of you. | P0:Warning. person very close in front of you. obstacle close in front of you. | P0:Warning. person very close in front of you. obstacle close in front of you.
2026-02-09T10:45:41,street,128.6,1,2,person:very close:center; obstacle:close:center,forward,,0,P0:Warning. person very close in front of you. | P0:Warning. person very close in front of you. obstacle close in front of you. | P0:Warning. person very close in front of you. obstacle close in front of you.
2026-02-09T10:45:41,street,142.2,1,2,person:very close:center; obstacle:close:center,forward,,0,P0:Warning. person very close in front of you. | P0:Warning. person very close in front of you. obstacle close in front of you. | P0:Warning. person very close in front of you. obstacle close in front of you.
2026-02-09T10:45:42,street,142.2,1,2,person:very close:center; obstacle:close:center,forward,,0,P0:Warning. person very close in front of you. | P0:Warning. person very close in front of you. obstacle close in front of you. | P0:Warning. person very close in front of you. obstacle close in front of you.
2026-02-09T10:45:42,street,127.4,1,2,person:very close:center; obstacle:close:center,forward,,0,P0:Warning. person very close in front of you. obstacle close in front of you. | P0:Warning. person very close in front of you. obstacle close in front of you. | P0:Warning. person very close in front of you. obstacle close in front of you.
2026-02-09T10:45:43,street,127.4,1,2,person:very close:center; obstacle:close:center,forward,,0,P0:Warning. person very close in front of you. obstacle close in front of you. | P0:Warning. person very close in front of you. obstacle close in front of you. | P0:Warning. person very close in front of you. obstacle close in front of you.
